Filename	Document Name	Parties	Agreement Date	Effective Date	Expiration Date	Renewal Term (Days)	Notice Period To Terminate Renewal	Termination For Convenience	Change Of Control	Anti-Assignment	Revenue/Profit Sharing	Ip Ownership Assignment	Joint Ip Ownership	Non-Transferable License	Source Code Escrow	Post-Termination Services	Audit Rights	Uncapped Liability	Cap On Liability	Liquidated Damages	Warranty Duration
PhoenixNewMediaLtd_20110421_F-1_EX-10.17_6958322_EX-10.17_Content License Agreement.pdf	Program Content License Agreement	"Phoenix Satellite Television Company Limited (""Party A""""Phoenix Satellite TV""); Beijing Tianying Jiuzhou Network Technology Co., Ltd (""Party B"")"	11/24/09	11/24/09	11/24/14			No	Yes	Yes	No	Yes	No	Yes	No	No	No	No	No	No	No
VnueInc_20150914_8-K_EX-10.1_9259571_EX-10.1_Promotion Agreement.pdf	PROMOTION AGREEMENT	"BookingEntertainment.com (""Promoter""); VNUE, Inc. (""VNUE"")"	9/10/15	9/10/15	9/10/16	365		No	No	No	Yes	No	No	No	No	No	No	No	No	No	No
SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement.pdf	PROMOTION AGREEMENT	"SIGA TECHNOLOGIES, INC. (""SIGA""); MERIDIAN MEDICAL TECHNOLOGIES, INC. (""MMT"")(""Party"" and collectively as the ""Parties"")"	5/31/19	5/31/19	5/31/24	1085	90	Yes	No	Yes	Yes	No	No	Yes	No	Yes	Yes	Yes	Yes	No	No
"MIDDLEBROOKPHARMACEUTICALS,INC_03_18_2010-EX-10.1-PROMOTION AGREEMENT.PDF"	Promotion Agreement	"MiddleBrook Pharmaceuticals, Inc. (""MBRK""); DoctorDirectory.com, Inc (""DD""); (collectively ""Parties"")"	2/3/10	2/3/10	2/3/13	365		No	Yes	Yes	Yes	Yes	No	No	No	Yes	Yes	No	Yes	Yes	No
"ASHWORTHINC_01_29_1999-EX-10.(D)-PROMOTION AGREEMENT AND NANTZ COMMUNICATIONS, INC..PDF"	PROMOTION AGREEMENT	"ASHWORTH, INC. (""Company, ""Ashworth""); JAMES W. NANTZ III (""Nantz""); NANTZ COMMUNICATIONS, INC. (""Nantz Communications"")"	6/1/98	6/1/98	5/31/01			No	Yes	Yes	Yes	No	No	No	No	No	No	No	No	No	No
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT.PDF	PROMOTION AGREEMENT	"Charity Tunes Inc. (""Charity Tunes""); ConAgra Foods Canada  Inc. (""Sponsor"")"	6/29/09					No	No	Yes	No	No	No	No	No	No	No	No	No	No	No
GOCALLINC_03_30_2000-EX-10.7-Promotion Agreement.PDF	Promotion Agreement	"Go Call, Inc. (""Go Call""); PageMaster Corporation"	3/12/99	6/1/99	6/1/00	365		No	No	No	Yes	No	No	No	No	No	Yes	No	Yes	No	No
IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT.PDF	PROMOTION AGREEMENT	"Janssen Biotech, Inc. (""Janssen”); Immunomedics, Inc. (""Company"")"	4/5/19	4/5/19	3/31/20			No	Yes	Yes	Yes	Yes	No	No	No	Yes	Yes	Yes	Yes	No	No
CYBERIANOUTPOSTINC_07_09_1998-EX-10.13-PROMOTION AGREEMENT.PDF	Promotion Agreement	"CNET, Inc. (""CNET""); Cyberian Outpost, Inc. (""Company"")"	1/26/98	2/1/98	1/26/99			Yes	No	Yes	Yes	No	No	No	No	No	Yes	No	Yes	No	No
KINGPHARMACEUTICALSINC_08_09_2006-EX-10.1-PROMOTION AGREEMENT.PDF	PROMOTION AGREEMENT	"Depomed, Inc. (""Depomed""); King Pharmaceuticals, Inc. (""King""); Depomed and King (individually as a ""party"" and collectively as the ""parties"")"	6/27/06	6/27/06	6/27/11			No	No	Yes	Yes	No	No	Yes	No	Yes	Yes	No	Yes	No	No
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT.PDF"	Promotion and Distribution Agreement	"Whitesmoke Inc. (""Distributor""); Google Inc (""Google"")"		8/1/11	7/31/13			No	Yes	Yes	No	No	No	No	No	No	Yes	Yes	Yes	No	Yes
LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.pdf	REAL ESTATE EDUCATION TRAINING PROGRAM DEVELOPMENT AGREEMENT	"T&B Seminars, Inc. (""T&B""); Legacy Education Alliance Holdings, Inc. (""LEA"")"	12/23/19	12/23/19	12/23/24	1820	90	No	No	Yes	Yes	Yes	Yes	No	No	Yes	Yes	Yes	Yes	No	No
ReedsInc_20191113_10-Q_EX-10.4_11888303_EX-10.4_Development Agreement.pdf	RECIPE DEVELOPMENT AGREEMENT	"Reed's, Inc. (""Reed's""); BC Marketing Concepts Inc., dba Full Sail Brewing Company (""Company"")"	10/11/19	10/11/19				No	No	Yes	No	Yes	No	No	No	No	No	Yes	Yes	No	No
NUVEEN - REMARKETING AGREEMENT.PDF	REMARKETING AGREEMENT	"Nuveen AMT-Free Municipal Credit Income Fund (“Fund”); Nuveen Fund Advisors, LLC; Nuveen Investments, Inc. (“Investment Adviser”); [●] (""Remarketing Agent”)"			perpetual			No	No	Yes	No	No	No	No	No	No	Yes	No	No	No	No
"MetLife, Inc. - Remarketing Agreement.PDF"	Remarketing Agreement	"MetLife, Inc. (""Company""); Deutsche Bank Securities Inc. (""Deutsche Bank”, ""Remarketing Agents""); Deutsche Bank Trust Company America (""Stock Purchase Contract Agent"")"	8/26/14		perpetual			No	No	No	No	No	No	No	No	No	No	No	Yes	No	No
ASIANDRAGONGROUPINC_08_11_2005-EX-10.5-Reseller Agreement.PDF	Reseller Agreement	"695014 B.C. Ltd. dba Galaxy Telecom (""Galaxy""); Galaxy Telnet SRL (""Telnet"")"	6/1/04	6/1/04	6/1/06	365	60	No	No	Yes	No	No	No	No	No	Yes	No	No	Yes	No	No
MTITECHNOLOGYCORP_11_16_2004-EX-10.102-Reseller Agreement Premier Addendum.PDF	RESELLER AGREEMENT	"McDATA Corporation (""McDATA""); MTI Technology Corporation (""Reseller"")"	9/29/04	9/29/04	9/29/05	365		Yes	No	Yes	No	No	No	Yes	No	No	No	Yes	Yes	No	No
"OMINTO,INC_03_29_2004-EX-10-RESELLER AGREEMENT.PDF"	RESELLER AGREEMENT	"MediaNet Group Technologies, Inc. (""MEDIANET GROUP TECHNOLOGIES""); International Direct Response, Inc. (""RESELLER"")"	3/19/04	3/19/04	3/19/05	365		Yes	No	Yes	Yes	No	No	No	No	No	Yes	No	Yes	No	No
"ADIANUTRITION,INC_04_01_2005-EX-10.D2-RESELLER AGREEMENT.PDF"	Reseller Agreement	"PivX Corporation (""PivX""); Detto Technologies (""Detto"")"	1/1/04	1/1/04	1/1/04			Yes	No	Yes	No	No	No	Yes	No	No	Yes	Yes	Yes	No	Yes
DIVERSINETCORP_03_01_2012-EX-4-RESELLER AGREEMENT.PDF	RESELLER AGREEMENT	"Diversinet Corp. (""Diversinet""); 2205925 Ontario Limited (the ""Reseller"")"	1/11/11	1/11/11	1/11/16	365	60	Yes	No	Yes	No	No	No	Yes	Yes	Yes	Yes	Yes	Yes	No	No
WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT.PDF	Reseller Agreement	"Touchstar Software Corporation (""TouchStar""); Worldwide Strategies (""Reseller"")"	9/14/05	9/14/05	9/14/05			Yes	No	Yes	No	Yes	No	Yes	No	Yes	No	No	Yes	No	Yes
SECURIANFUNDSTRUST_05_01_2012-EX-99.28.H.9-NET INVESTMENT INCOME MAINTENANCE AGREEMENT.PDF	"RESTATED NET INVESTMENT INCOME MAINTENANCE AGREEMENT,"	"Advantus Capital  Management, Inc. (""Investment Adviser”); Securian Financial Services, Inc. (“Underwriter”); Securian Funds Trust (“Trust”); 
Trust’s Advantus Money Market Fund (“Fund”)"	5/1/12	5/1/12	5/1/13	365		No	No	No	No	No	No	No	No	No	No	No	No	No	No
ZtoExpressCaymanInc_20160930_F-1_EX-10.10_9752871_EX-10.10_Transportation Agreement.pdf	Road Transportation Agreement	"ZTO Express Co., Ltd. (""Party A""); Tonglu Tongze Logistics Ltd. (""Party B"")"	12/22/14	12/22/14	perpetual			No	No	No	No	No	No	No	No	No	No	No	No	Yes	No
"HEMISPHERX - Sales, Marketing, Distribution, and Supply Agreement.PDF"	"Sales, Marketing, Distribution, and Supply Agreement"	"HEMISPHERX BIOPHARMA, INC (""HEMISPHERX""); Scientific Products Pharmaceutical Co. LTD (""SCIEN”)"	3/31/16		3/31/19	730		No	No	Yes	No	No	No	No	No	Yes	Yes	No	Yes	Yes	Yes
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement3.pdf	SAMPLE OF NON-DISCLOSURE AND NON-COMPETITION AGREEMENT	"(""Franchisee""); (""Member"")"						No	No	No	No	No	No	No	No	No	No	No	No	No	No
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement3.pdf	"SCHEDULE TO Software License, Customization and Maintenance Agreement"	"Cardlytics, Inc. (""Supplier""); Bank of America, N.A (""Bank of America)"	3/4/11	3/3/11				No	No	No	No	No	No	No	No	No	No	No	No	No	No
Monsanto Company - SECOND A&R EXCLUSIVE AGENCY AND MARKETING AGREEMENT .PDF	SECOND AMENDED AND RESTATED EXCLUSIVE AGENCY AND MARKETING AGREEMENT	"Monsanto Company (""Monsanto""); The Scotts Company LLC (""The Scotts Company"",""Agent"")"	8/31/17	9/30/98	perpetual			No	Yes	Yes	Yes	No	No	Yes	No	Yes	Yes	No	Yes	Yes	No
PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding Agreement3.pdf	SECOND AMENDMENT TO CO-BRANDING AGREEMENT	"PC QUOTE, INC. (""PCQ""); A.B. Watley, Inc. (""ABW"")"	2/23/98	2/23/98				No	No	No	No	No	No	No	No	No	No	No	No	No	No
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_SECONDAMENDMENT.pdf	SECOND AMENDMENT TO SERVICES AGREEMENT	"FEDERATED INVESTMENT MANAGEMENT COMPANY (""Adviser""); FEDERATED ADVISORY SERVICES COMPANY (""FASC"")"	3/1/16	3/1/16				No	No	No	No	No	No	No	No	No	No	No	No	No	No
TALCOTTRESOLUTIONLIFEINSURANCECO-SEPARATEACCOUNTTWELVE_04_30_2020-EX-99.8(L)-SERVICE AGREEMENT.PDF	SERVICE AGREEMENT	"The Victory Portfolios (""Trust""); Hartford Life Insurance Co., Inc. (""Administrator"")"	9/28/04		perpetual			Yes	No	Yes	No	No	No	No	No	No	Yes	No	Yes	No	No
WPPPLC_04_30_2020-EX-4.28-SERVICE AGREEMENT.PDF	SERVICE AGREEMENT	"WPP 2005 LIMITED (""Company""); JOHN ROGERS (""Executive"")"	10/1/19	1/27/20	perpetual			Yes	No	No	No	Yes	No	No	No	No	No	No	No	No	No
BICYCLETHERAPEUTICSPLC_03_10_2020-EX-10.11-SERVICE AGREEMENT.PDF	SERVICE AGREEMENT	"BICYCLETX LIMITED (""Company""); NIGEL CROCKETT (""Employee"")"	9/26/19	9/26/19	perpetual			Yes	No	No	No	Yes	No	No	No	Yes	No	No	No	No	No
NYLIACVARIABLEANNUITYSEPARATEACCOUNTIII_04_10_2020-EX-99.8.KK-SERVICE AGREEMENT.PDF	SERVICE AGREEMENT	"Fidelity Investments Institutional Operations Company, Inc. (""FIIOC""); New York Life Insurance and Annuity Corporation (""Company"")"	1/1/98	1/1/98				Yes	No	Yes	No	No	No	No	No	No	No	No	No	No	No
RISEEDUCATIONCAYMANLTD_04_17_2020-EX-4.23-SERVICE AGREEMENT.PDF	SERVICE AGREEMENT	"Rise (Tianjin) Education Information Consulting Co., Ltd. (""Service Provider""); [*] (""Service Recipient"")"				1820		No	No	Yes	Yes	No	No	No	No	No	No	No	No	Yes	No
OPERALTD_04_30_2020-EX-4.14-SERVICE AGREEMENT.PDF	Service Agreement	"PC Financial Services Private Limited (""PC Financial""); Mobimagic Co., Ltd. (""Mobimagic""); (each as ""Party"" collectively as ""Parties"")"	4/1/19	4/1/19	3/30/20			No	No	Yes	No	No	No	No	No	No	Yes	Yes	Yes	No	No
"THERAVANCEBIOPHARMA,INC_05_08_2020-EX-10.2-SERVICE AGREEMENT.PDF"	SERVICE AGREEMENT	"Theravance Biopharma UK Limited (""Employer""); Brett Haumann (""Executive"")"	4/1/20	4/1/20	perpetual			Yes	No	No	No	Yes	Yes	No	No	No	No	No	No	No	No
BLACKSTONEGSOLONG-SHORTCREDITINCOMEFUND_05_11_2020-EX-99.(K)(1)-SERVICE AGREEMENT.PDF	SERVICE AGREEMENT FOR TRANSFER AGENT SERVICES	"Blackstone / GSO Long-Short Credit Income Fund (""Client""); Mellon Investor Services LLC operating with the service name BNY Mellon Shareowner Services (""Agent"")"	1/26/11		1/26/14	1085	60	No	No	Yes	No	No	No	No	No	No	No	No	Yes	Yes	No
ABILITYINC_06_15_2020-EX-4.25-SERVICES AGREEMENT.PDF	Services Agreement	"[ * * * ] (""Provider""); TELCOSTAR PTE, LTD.; Ability Computer & Software Industries Ltd; TELCOSTAR PTE, LTD. and Ability Computer & Software Industries Ltd (each and both of them ""Recipient""); Each of the foregoing parties is referred to herein as a “Party” and together as the “Parties”."	10/1/19	11/1/19	12/31/20			Yes	No	Yes	No	Yes	No	No	No	No	No	No	No	No	No
"OAKTREECAPITALGROUP,LLC_03_02_2020-EX-10.8-Services Agreement.PDF"	SERVICES AGREEMENT	"Oaktree Capital Management. L.P. (""Oaktree US""); Oaktree Capital Management (International) Limited (""Sub-Advisor"")"	9/25/18	9/25/18				Yes	No	Yes	No	No	No	No	No	Yes	Yes	No	No	No	No
PFSFUNDS_06_26_2020-EX-99.H OTH MAT CONT-SERVICES AGREEMENT.PDF	SERVICES AGREEMENT	"PFS Funds (""Trust""); Potomac Fund Management, Inc. (""Adviser"")"	6/24/20	6/24/20	6/24/22			Yes	No	Yes	No	No	No	No	No	No	Yes	No	Yes	No	No
SCOUTCAMINC_05_12_2020-EX-10.22-SERVICES AGREEMENT.PDF	SERVICES AGREEMENT	"Idan Maimon (""Maimon""); Intellisense Solutions Inc. (""Company"")"	4/1/19	4/1/19	4/1/20			Yes	No	Yes	No	No	No	No	No	No	No	No	No	No	No
TRANSMONTAIGNEPARTNERSLLC_03_13_2020-EX-10.9-SERVICES AGREEMENT.PDF	SERVICES AGREEMENT	"TransMontaigne Management Company, LLC (""EmployeeCo""); TLP Management Services, LLC (""Operating Company""); (each ""Party,"" collectively ""Parties"")"	08/1/19	08/1/19	perpetual			Yes	No	Yes	No	No	No	No	No	No	No	No	No	No	No
"SOLUTIONSVENDINGINTERNATIONAL,INC_03_31_2020-EX1A-1 UNDR AGMT-SERVICES AGREEMENT.PDF"	Services Agreement	"StartEngine Crowdfunding, Inc. (""Company""); Solutions Vending International, Inc (""Customer"", ""you"")"	8/19/19	8/19/19				No	No	No	No	No	No	No	No	No	No	No	No	No	No
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.PDF	SERVICES AGREEMENT	"FEDERATED INVESTMENT MANAGEMENT COMPANY (""Adviser""); FEDERATED ADVISORY SERVICES COMPANY (""FASC"")"	1/1/04	1/1/04				No	No	Yes	No	No	No	No	No	No	Yes	No	Yes	No	No
VitalibisInc_20180316_8-K_EX-10.2_11100168_EX-10.2_Hosting Agreement.pdf	SERVICES AND HOSTING AGREEMENT	"VITALIBIS INC (""Licensee""); VOTOCAST, Inc. (""VOTOCAST"")"	3/14/18	3/14/18	3/14/19	365	180	Yes	No	Yes	No	Yes	No	Yes	No	No	No	No	Yes	Yes	No
CCAINDUSTRIESINC_04_14_2014-EX-10.1-OUTSOURCING AGREEMENT.PDF	Services Outsourcing Agreement	"CCA Industries, Inc. (""Company""); Emerson HealthCare, LLC (""Contractor"")"	1/20/14	1/20/14	7/20/14	182	182	Yes	No	Yes	Yes	No	No	Yes	No	Yes	Yes	No	No	Yes	No
AULAMERICANUNITTRUST_04_24_2020-EX-99.8.77-SERVICING AGREEMENT.PDF	SERVICING AGREEMENT	"Nationwide Fund Management LLC (""Nationwide""); American United Life Insurance Company and OneAmerica Securities, Inc. (collectively referred to as ""Servicing Agent"", ""you"", or ""your"")"	1/1/20	1/1/20				Yes	No	No	No	No	No	No	No	No	Yes	No	Yes	No	No
CUROGROUPHOLDINGSCORP_05_04_2020-EX-10.3-SERVICING AGREEMENT.PDF	SERVICING AGREEMENT	"CURO RECEIVABLES FINANCE II, LLC (""Owner""); CURO MANAGEMENT, LLC (""Servicer"")"	4/8/20		perpetual			No	No	No	No	No	No	No	No	Yes	Yes	No	No	No	No
AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT.PDF	SITE DEVELOPMENT AND HOSTING AGREEMENT (	"Hanover Direct, Inc. (""HDI""); The Deerskin Companies, Inc. (""Company"")"	8/9/99			365	90	No	No	No	Yes	No	No	Yes	No	No	Yes	No	Yes	Yes	No
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.pdf	SOFTWARE DEVELOPMENT AGREEMENT	"DOT COM LLC (""Developer""); Pelican Delivers Inc. (""Client"")(""Party"", and collectively as the ""Parties"")"	12/3/18	12/3/18	perpetual			Yes	No	Yes	No	Yes	No	No	No	Yes	No	No	No	No	No
INKTOMICORP_06_08_1998-EX-10.14-SOFTWARE HOSTING AGREEMENT.PDF	Software Hosting Agreement	"INKTOMI CORPORATION (""Inktomi""); MICROSOFT CORPORATION (""Microsoft"")"		7/27/97	perpetual			Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement2.pdf	Software License Agreement [v.08.05.03]	"Customer; Cisco Systems, Inc. or its subsidiaries licensing the Software instead of Cisco Systems (""Cisco""); Customer"			perpetual			Yes	No	Yes	No	No	No	Yes	No	No	Yes	No	Yes	No	Yes
SFGFINANCIALCORP_05_12_2009-EX-10.1-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.PDF	SOFTWARE LICENSE AND MAINTENANCE AGREEMENT	"SFG Financial Corp (""E-Path FX"", ""Licensor""); 551 FX IB Associates, LLC (""Licensee"")"	4/27/09			2650		No	Yes	Yes	Yes	No	No	No	No	No	Yes	No	Yes	No	No
SPARKLINGSPRINGWATERHOLDINGSLTD_07_03_2002-EX-10.13-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.PDF	SOFTWARE LICENSE AND MAINTENANCE AGREEMENT	"GARMAN ROUTING SYSTEMS, INC. (""GARMAN""); SPARKLING SPRING WATER GROUP LIMITED (""SPARKLING"")"	05/1/00		perpetual	365		Yes	No	Yes	No	No	No	Yes	Yes	Yes	No	No	Yes	No	Yes
SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.PDF	Software license and maintenance agreement	"D2 Technologies, Inc. (""D2""); Summa Four Inc. (""LICENSEE"")"	8/4/97	8/4/97	perpetual			Yes	No	Yes	No	No	No	Yes	Yes	No	Yes	No	Yes	Yes	Yes
HerImports_20161018_8-KA_EX-10.14_9765707_EX-10.14_Maintenance Agreement.pdf	SOFTWARE MAINTENANCE AGREEMENT	"Leader Act Ltd (“LEADER”); EZJR, Inc. (“EZJR”);"	10/13/16		10/13/21			No	No	No	No	No	No	No	No	No	No	No	No	No	No
PrudentialBancorpInc_20170606_8-K_EX-10.4_10474434_EX-10.4_Endorsement Agreement.pdf	Split-Dollar Endorsement Agreement	"Prudential Bank (""Employer""); Jeffrey Hanuscin (""Employee"")"	6/1/17	6/1/17				Yes	No	No	No	No	No	No	No	No	No	No	No	No	No
ArtaraTherapeuticsInc_20200110_8-K_EX-10.5_11943350_EX-10.5_License Agreement.pdf	SPONSORED RESEARCH AND LICENSE AGREEMENT	"Artara Therapeutics, Inc. (""ArTara"",""ArTara, Inc.""); The University of Iowa (""University"")"	11/28/18	11/28/18				Yes	No	Yes	Yes	Yes	Yes	No	No	Yes	Yes	No	Yes	No	No
XYBERNAUTCORP_07_12_2002-EX-4-SPONSORSHIP AGREEMENT.PDF	SPONSORSHIP  AGREEMENT	"XYBERNAUT CORPORATION (""XC""); ALEX JOB RACING, INC. (""AJR"");"	5/1/02		10/12/02			No	No	Yes	No	No	No	Yes	No	No	No	No	Yes	No	No
EcoScienceSolutionsInc_20180406_8-K_EX-10.1_11135398_EX-10.1_Sponsorship Agreement.pdf	SPONSORSHIP AGREEMENT	"Fruit of Life Productions LLC (""Promoter""); Eco Science Solutions, Inc. (""Sponsor"")"	4/1/18	4/1/18	4/30/18			No	No	Yes	No	No	No	No	No	No	No	No	No	No	No
DOMINIADVISORTRUST_02_18_2005-EX-99.(H)(2)-SPONSORSHIP AGREEMENT.PDF	SPONSORSHIP AGREEMENT	"Domini Advisor Trust (""Trust""); Domini Social Investments LLC (""Domini"" or the ""Sponser"")"	2/4/05	2/4/05	perpetual			Yes	No	No	Yes	No	No	No	No	No	No	No	Yes	No	No
"CANOPETROLEUM,INC_12_13_2007-EX-10.1-Sponsorship Agreement.PDF"	Sponsorship Agreement	"R. C. Boyd Enterprises, LLC (""Company"" or ""Boyd""); Cano Petroleum, Inc. (""Sponsor"" or ""Cano"")"	12/5/07	1/1/08	12/31/08			No	No	Yes	No	No	No	No	No	No	No	No	No	No	No
GAINSCOINC_01_21_2010-EX-10.41-SPONSORSHIP AGREEMENT.PDF	SPONSORSHIP AGREEMENT	"Stallings Capital Group  Consultants, Ltd. (""Racing""); GAINSCO, INC. (""Sponser"")"	1/1/10	1/1/10	12/31/10			Yes	No	Yes	No	No	No	No	No	No	No	No	Yes	No	No
"IPAYMENT,INC_05_14_2007-EX-10.1-SPONSORSHIP AGREEMENT.PDF"	SPONSORSHIP AGREEMENT	"iPayment, Inc. (""ISO""); First Data Merchant Services Corporation (""FDMS""); Wells Fargo Bank, N.A. (""Bank"")"	1/29/07	1/29/07	6/30/10		180	Yes	Yes	Yes	No	No	No	No	No	No	Yes	No	Yes	No	No
LOOKSMARTLTD_07_20_2012-EX-99.(D)(I)-SPONSORSHIP AGREEMENT.PDF	SPONSORSHIP AGREEMENT	"PEEK Investments LLC (""Purchaser""); Platinum Partners Value Arbitrage Fund L.P (""Sponser""); Snowy August Fund ILP (""Sponser"")"	7/16/12	7/16/12	8/15/12			No	No	Yes	No	No	No	No	No	No	No	No	No	No	No
STAMPSCOMINC_06_24_1999-EX-10.18-SPONSORSHIP AGREEMENT.PDF	Sponsorship Agreement	"Intuit Inc. (""Intuit""); Stamps.com Inc. (""Client"")"	5/14/99	5/14/99				No	No	Yes	Yes	No	No	No	No	Yes	Yes	Yes	Yes	No	No
VIOLINMEMORYINC_12_12_2012-EX-10.14-SPONSORSHIP AGREEMENT.PDF	SPONSORSHIP AGREEMENT	"Forty Niners SC Stadium Company LLC (""Forty Niners SC""); Violin Memory, Inc. (""Sponsor""); Forty Niners SC and Sponsor (individually as a “Party” and collectively as the “Parties."")"	6/13/12	6/13/12	6/13/22			No	No	Yes	No	No	No	No	No	No	No	No	Yes	No	No
DRKOOPCOMINC_04_21_1999-EX-10.28-SPONSORSHIP AGREEMENT.PDF	SPONSORSHIP AGREEMENT	"drkoop.com, inc.""drkoop.com""; Vitamin Shoppe Industries, Inc. ""Sponsor"""	3/11/99					No	No	Yes	No	No	No	Yes	No	No	No	Yes	Yes	No	No
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.PDF	SPONSORSHIP AGREEMENT	"Excite, Inc.""Excite""; CyberShop ""Client"""	3/31/98	3/31/98	perpetual			No	No	Yes	Yes	No	No	No	No	No	Yes	No	Yes	No	No
IVILLAGEINC_03_17_1999-EX-10.16-SPONSORSHIP AGREEMENT.PDF	Sponsorship Agreement	"J. Walter Thompson (""FMM""); iVillage, Inc. (""iVillage"")(referred to generically as a ""Party"", orcollectively as ""Parties"")"	12/18/98		1/4/01			No	No	Yes	No	Yes	No	No	No	No	Yes	No	Yes	No	Yes
LOGANSROADHOUSEINC_03_27_1998-EX-10.17-SPONSORSHIP AGREEMENT.PDF	SPONSORSHIP AGREEMENT	"Southern Racing Promotions, Inc. (""SRP""); Logan's Roadhouse, Inc. (""Logan's"")"	2/24/98		11/30/98			No	No	Yes	No	No	No	No	No	No	No	No	No	No	No
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF	SPONSORSHIP AGREEMENT	"Football Northwest LLC, (""FNW""); Mercata, Inc., (""Sponsor"")"	7/12/99	7/19/99				No	No	Yes	No	No	No	No	No	No	No	No	Yes	No	No
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF	SPONSORSHIP AGREEMENT	"HYDRON TECHNOLOGIES, INC. (""Hydron""); MIAMI DOLPHINS, LTD. (""Dolphins"")"	1/1/97	1/1/97	1/1/01			No	No	Yes	No	No	No	No	No	No	No	No	No	No	No
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF	SPONSORSHIP AGREEMENT	"Excite, Inc. (""Excite""); N2K, Inc. (""Sponsor"")"	9/23/97	9/23/97	9/23/99			No	No	Yes	Yes	No	Yes	No	No	No	Yes	Yes	Yes	No	No
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF"	Sponsorship Agreement	"RMF Empire, In. DBA West Coast Customs (""WCC""); Bosch International, LLC / XLI Technologies, Inc. (""XLI"")"	12/1/15	12/1/15	11/30/16			No	No	No	No	No	No	Yes	No	No	No	No	No	No	No
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF	SPONSORSHIP AGREEMENT	"Excite, Inc. (""Excite""); Vitamin Shoppe Industries Inc. (""Client"")"	9/23/98	9/23/98				No	No	Yes	No	No	No	No	No	No	No	Yes	Yes	No	No
NATIONALPROCESSINGINC_07_18_1996-EX-10.4-SPONSORSHIP AGREEMENT.PDF	Sponsorship Agreement	"National Processing Company, (""NPC""); National City Bank of Kentucky, (""NCB"")"		6/30/96	6/30/01	365	182	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No
PACIFICSYSTEMSCONTROLTECHNOLOGYINC_08_24_2000-EX-10.53-SPONSORSHIP AGREEMENT.PDF	SPONSORSHIP AGREEMENT	"American Champion Media, (""ACM""); Shun Li De Commerce & Trading Ltd, (""SLD"")"	4/14/00					No	No	Yes	No	No	No	No	No	No	No	No	No	No	No
PROLONGINTERNATIONALCORP_03_23_1998-EX-10.16-SPONSORSHIP AGREEMENT.PDF	SPONSORSHIP AGREEMENT	"SABCO RACING, INC. (""Sabco""); Prolong Super Lubricants (""Prolong"")"	12/19/97					No	No	Yes	No	No	No	No	No	No	No	No	No	No	No
NETGROCERINC_07_31_1998-EX-10.15-SPONSORSHIP AGREEMENT.PDF	SPONSORSHIP AGREEMENT	"Excite, Inc. (""Excite""); NetGrocer, Inc.(""NetGrocer"")"	12/15/97	12/15/97	12/15/99			No	No	Yes	No	No	No	No	No	No	Yes	Yes	Yes	No	No
SONUSCORP_03_12_1997-EX-10.11-SPONSORSHIP AGREEMENT.PDF	SPONSORSHIP AGREEMENT	"HEALTHCARE CAPITAL CORP. (""Issue""); C.M. OLIVER & COMPANY LIMITED (""Sponsor"")"	3/13/96		perpetual			No	No	Yes	No	No	No	No	No	No	No	No	No	No	No
